SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,13758 N Ruffed Grouse Ct,Boise,ID,83714,1499900,4,3.5,Dry Creek Ranch,3733,14331,2025,9,402,120,Active,,,https://www.redfin.com/ID/Boise/13758-N-Ruffed-Grouse-Way-83714/home/193553138,IMLS,98971087,N,Y,43.729869,-116.297507
New Construction Plan,,Single Family Residential,Savannah Plan,Eagle,ID,83616,1499900,3,3.5,Eagle,3107,,,67,483,167,Active,,,https://www.redfin.com/ID/Eagle/Eagle/Savannah/home/194346485,Zillow,E3BCC5F1B553,N,Y,43.71150207519531,-116.4150390625
MLS Listing,,Single Family Residential,5570 W Founders Dr,Eagle,ID,83616,1499000,6,4.0,Legacy,4069,17554,2015,59,368,196,Active,,,https://www.redfin.com/ID/Eagle/5570-W-Founders-Dr-83616/home/106715962,IMLS,98966924,N,Y,43.705816,-116.4227378
MLS Listing,,Single Family Residential,8365 Rustin Rd,Middleton,ID,83644,1499000,5,3.5,Sloviaczek Sub,3100,193842,2024,182,484,,Active,January-17-2026 11:00 AM,January-17-2026 02:00 PM,https://www.redfin.com/ID/Middleton/8365-Rustin-Rd-83644/home/116843218,IMLS,98955117,N,Y,43.7254565,-116.5605439
MLS Listing,,Single Family Residential,13684 N Sage Grouse Pl,Boise,ID,83714,1499000,4,3.5,Dry Creek Ranch,5122,14897,2023,190,293,88,Active,,,https://www.redfin.com/ID/Boise/13684-N-Sage-Grouse-Pl-83714/home/181149194,IMLS,98953970,N,Y,43.729303,-116.299688
MLS Listing,,Single Family Residential,8049 Golden Hills Rd,Nampa,ID,83686,1495000,4,3.5,Golden Hills Estates,3858,43995,2025,51,388,42,Active,,,https://www.redfin.com/ID/Nampa/8049-Golden-Hills-Rd-83686/home/197168183,IMLS,98968610,N,Y,43.4916858,-116.5541461
New Construction Plan,,Single Family Residential,Azalea Plan,Eagle,ID,83616,1490000,4,3.5,Eagle,3117,,,77,478,,Active,,,https://www.redfin.com/ID/Eagle/Eagle/Azalea/home/198827474,Zillow,2DE7D8C84423,N,Y,43.72410583496094,-116.45297241210938
MLS Listing,,Single Family Residential,1934 W Yellowstone Dr,Eagle,ID,83616,1489800,3,2.5,Benari Estates,3163,21823,2025,114,471,124,Active,,,https://www.redfin.com/ID/Eagle/1934-W-Yellowstone-Dr-83616/home/197671472,IMLS,98962629,N,Y,43.69899,-116.378543
MLS Listing,,Single Family Residential,15006 Snow Mountain Dr,Caldwell,ID,83607,1489000,6,4.5,Timber Hills,4761,40946,2022,52,313,33,Active,January-17-2026 01:00 PM,January-17-2026 04:00 PM,https://www.redfin.com/ID/Caldwell/15006-Snow-Mountain-Dr-83607/home/181156396,IMLS,98968509,N,Y,43.7188793,-116.6931895
MLS Listing,,Single Family Residential,2130 S Crosscreek Ln,Boise,ID,83706,1486000,3,2.5,Crosscreek,2968,13939,1990,1,501,117,Active,January-17-2026 01:00 PM,January-17-2026 04:00 PM,https://www.redfin.com/ID/Boise/2130-S-Crosscreek-Ln-83706/home/106763328,IMLS,98971780,N,Y,43.5853952,-116.1660141
MLS Listing,,Vacant Land,5886 Rock River Ln,Kuna,ID,83634,1475000,,,Kuna - 1100,,788436,,154,,,Active,,,https://www.redfin.com/ID/Kuna/5886-Rock-River-Ln-83634/home/197164130,IMLS,98958337,N,Y,43.4703041,-116.5103617
MLS Listing,,Single Family Residential,6284 Salmon Fls,Star,ID,83669,1475000,4,3.0,Star River Ranch,3794,18730,2023,2,389,146,Active,January-17-2026 12:00 PM,January-17-2026 02:00 PM,https://www.redfin.com/ID/Star/6284-Salmon-Falls-Ln-83669/home/181155859,IMLS,98971668,N,Y,43.6859077,-116.5194678
MLS Listing,,Single Family Residential,473 Joy Ave,Middleton,ID,83644,1474900,4,4.0,River Walk Crossing,3090,21780,2025,31,477,75,Active,January-17-2026 12:00 PM,January-17-2026 04:00 PM,https://www.redfin.com/ID/Middleton/473-Joy-Ave-83644/home/191858597,IMLS,98969858,N,Y,43.699967,-116.608605
MLS Listing,,Single Family Residential,5944 E Hootowl Dr,Boise,ID,83716,1465000,4,4.0,Harris North,3374,15246,2019,51,434,108,Active,,,https://www.redfin.com/ID/Boise/5944-E-Hootowl-Dr-83716/home/142666379,IMLS,98968606,N,Y,43.5761546,-116.114522
New Construction Plan,,Single Family Residential,Plateau RV Plan,Boise,ID,83714,1455105,5,4.5,Boise,3994,,,310,364,110,Active,,,https://www.redfin.com/ID/Boise/Boise/Plateau-RV/home/195015826,Zillow,D4C48B18B39C,N,Y,43.7292736,-116.299768
MLS Listing,,Single Family Residential,4125 S Nickel Creek Pl,Meridian,ID,83642-2588,1450000,5,3.5,Bittercreek Heights,4960,43995,2004,2,292,83,Active,January-17-2026 12:00 PM,January-17-2026 03:00 PM,https://www.redfin.com/ID/Meridian/4125-S-Nickel-Creek-Pl-83642/home/106744654,IMLS,98971651,N,Y,43.5670015,-116.4401794
MLS Listing,,Ranch,TBD Crank Crk,Mountain Home,ID,83647,1450000,,,N Elmore-Camas County - 1510,,6980054,,227,,,Active,,,https://www.redfin.com/ID/Mountain-Home/TBD-Crank-CRK-83647/home/192081525,IMLS,98949533,N,Y,43.1329504,-115.6911975
MLS Listing,,Single Family Residential,2382 N Annadale Pl,Eagle,ID,83616,1449900,4,3.0,Kingswood Estates,3322,14810,2025,25,436,167,Active,,,https://www.redfin.com/ID/Eagle/2382-N-Annadale-Pl-83616/home/195278206,IMLS,98970235,N,Y,43.7094297,-116.4145579
MLS Listing,,Single Family Residential,9291 Tula Dr,Middleton,ID,83644,1425000,3,3.5,Cascade Hills,2818,40946,2025,56,506,21,Active,January-17-2026 01:00 PM,January-17-2026 03:00 PM,https://www.redfin.com/ID/Middleton/9291-Tula-Dr-83644/home/186221957,IMLS,98968220,N,Y,43.730722,-116.579839
MLS Listing,,Single Family Residential,11485 Lewis Ln,Nampa,ID,83686,1425000,3,2.5,Nampa South (86) - 1260,3590,217800,1995,1,397,,Active,January-17-2026 12:00 PM,January-17-2026 02:00 PM,https://www.redfin.com/ID/Nampa/11485-Lewis-Ln-83686/home/116668566,IMLS,98971143,N,Y,43.5153119,-116.6215325
MLS Listing,,Single Family Residential,6796 Big Wood Way,Star,ID,83669-9999,1421400,5,5.5,River Park Estates,4506,12675,2026,84,315,220,Active,,,https://www.redfin.com/ID/Star/6796-Big-Wood-Way-83669/home/191858667,IMLS,98965748,N,Y,43.688282,-116.529758
New Construction Plan,,Single Family Residential,Timberline Plan,Boise,ID,83714,1406000,4,3.5,Boise,3728,,,310,377,110,Active,,,https://www.redfin.com/ID/Boise/Boise/Timberline/home/195015779,Zillow,3459234DAD27,N,Y,43.7292736,-116.299768
New Construction Plan,,Single Family Residential,The Shasta XXL Multi-Gen Plan,Eagle,ID,83616,1402500,4,4.5,Eagle,4397,,,44,319,,Active,,,https://www.redfin.com/ID/Eagle/Eagle/The-Shasta-XXL-Multi-Gen/home/199488292,Zillow,82B93D61034C,N,Y,43.709169,-116.451768
MLS Listing,,Single Family Residential,7501 W Swift Ln,Boise,ID,83704,1400000,7,4.5,Ash Park,4017,16552,2016,59,349,,Active,,,https://www.redfin.com/ID/Boise/7501-W-Swift-Ln-83704/home/106721547,IMLS,98967588,N,Y,43.6283034,-116.2756916
MLS Listing,,Single Family Residential,3022 S Creek Pointe Ln,Eagle,ID,83616,1400000,5,4.5,Lakemoor,3756,14810,2015,4,373,178,Active,January-17-2026 12:00 PM,January-17-2026 02:30 PM,https://www.redfin.com/ID/Eagle/3022-S-Creek-Pointe-Ln-83616/home/106700168,IMLS,98971524,N,Y,43.6677218,-116.3493884
MLS Listing,,Ranch,TBD W Russell Dr,Prairie,ID,83647,1400000,,,Mtn Home-Elmore - 1500,,13867326,,215,,,Active,,,https://www.redfin.com/ID/Prairie/TBD-W-Russell-DR-83647/home/190592705,IMLS,98951189,N,Y,43.504894,-115.5739813
MLS Listing,,Single Family Residential,462 Founder Ave,Middleton,ID,83644,1399900,4,3.5,River Walk Crossing,2834,22651,2025,143,494,75,Active,,,https://www.redfin.com/ID/Middleton/462-Founder-AVE-Unknown/home/197408711,IMLS,98959488,N,Y,43.7068281,-116.6201357
MLS Listing,,Single Family Residential,14370 N Pepin Way,Garden City,ID,83714,1399900,3,2.5,Dry Creek Ranch,2683,22738,2025,162,522,120,Active,,,https://www.redfin.com/ID/Garden-City/14370-N-Pepin-Way-83714/home/194181250,IMLS,98957320,N,Y,43.735365,-116.278553
MLS Listing,,Single Family Residential,445 Joy Ave,Middleton,ID,83644,1399900,4,3.5,River Walk Crossing,2826,22651,2025,143,495,75,Active,,,https://www.redfin.com/ID/Middleton/445-Joy-Ave-83644/home/191858595,IMLS,98959459,N,Y,43.700423,-116.608589
MLS Listing,,Single Family Residential,494 Century Ave,Middleton,ID,83644,1399900,3,3.5,River Walk Crossing,2923,21780,2025,13,479,75,Active,January-17-2026 01:00 PM,January-17-2026 04:00 PM,https://www.redfin.com/ID/Middleton/494-Century-Ave-83644/home/191858605,IMLS,98970803,N,Y,43.699604,-116.607981
MLS Listing,,Vacant Land,2461 E Deer Flat Rd,Kuna,ID,83634,1399900,,,Kuna - 1100,,436035,,310,,,Active,,,https://www.redfin.com/ID/Kuna/2461-E-Deer-Flat-Rd-83634/home/191618769,IMLS,98938786,N,Y,43.5018845,-116.3863286
MLS Listing,,Single Family Residential,2546 N Heirloom Ave,Eagle,ID,83616,1399888,5,4.0,Stags Crossing,3601,15681,2024,66,389,121,Active,,,https://www.redfin.com/ID/Eagle/2546-N-Heirloom-Ave-83616/home/186475257,IMLS,98967024,N,Y,43.714549,-116.428848
MLS Listing,,Single Family Residential,1544 S Trent Point Way,Boise,ID,83712,1399000,3,2.5,Boulder Point,2915,10454,2021,58,480,175,Active,,,https://www.redfin.com/ID/Boise/1544-S-Trent-Point-Way-83712/home/175903214,IMLS,98967894,N,Y,43.588279,-116.140917
MLS Listing,,Single Family Residential,10205 Copperhead Ln,Caldwell,ID,83600,1395000,3,3.0,El Paso Reserve Minor Subdivision,2861,222156,2026,87,488,29,Active,,,https://www.redfin.com/ID/Caldwell/10205-Copperhead-LN-Unknown/home/188876629,IMLS,98965365,N,Y,43.6629384,-116.6873596
MLS Listing,,Single Family Residential,10185 Copperhead Ln,Caldwell,ID,83600,1395000,3,2.5,El Paso Reserve Minor Subdivision,3386,220413,2026,87,412,29,Active,,,https://www.redfin.com/ID/Caldwell/10185-Copperhead-Ln-83607/home/188876597,IMLS,98965362,N,Y,43.832929,-116.698333
MLS Listing,,Single Family Residential,252 N Timber Wolf Pl,Eagle,ID,83616,1387900,4,3.5,Shingle Creek,3121,13677,2025,56,445,100,Active,January-16-2026 11:00 AM,January-16-2026 05:00 PM,https://www.redfin.com/ID/Eagle/252-N-Timber-Wolf-Pl-83616/home/198278520,IMLS,98968125,N,Y,43.6978111,-116.3843942
MLS Listing,,Single Family Residential,2425 S Chipper Way,Eagle,ID,83616,1379999,4,3.5,Banbury Meadows,3850,13547,2005,4,358,42,Active,,,https://www.redfin.com/ID/Eagle/2425-S-Chipper-Way-83616/home/106724501,IMLS,98971523,N,Y,43.6728155,-116.3736041
MLS Listing,,Single Family Residential,2600 W South Slope Rd,Emmett,ID,83617,1379000,4,4.0,Emmett-Gem County - 1550,4400,223985,2007,234,313,,Active,,,https://www.redfin.com/ID/Emmett/2600-W-South-Slope-Rd-83617/home/106647174,IMLS,98948661,N,Y,43.8326253,-116.5548088
MLS Listing,,Multi-Family (2-4 Unit),5078/5080 S Brian Ave,Boise,ID,83716,1378000,6,5.0,Woven Sub,3762,,2026,101,366,75,Active,,,https://www.redfin.com/ID/Boise/5078-5080-S-Brian-Ave-83716/home/198505929,IMLS,98964032,N,Y,43.5556986,-116.0970689
MLS Listing,,Single Family Residential,7866 Open Sky Rd,Middleton,ID,83644,1375000,4,3.0,Kingsbury Meadows,5570,70131,2005,73,247,,Active,,,https://www.redfin.com/ID/Middleton/7866-Open-Sky-Rd-83644/home/117529028,IMLS,98966595,N,Y,43.7370281,-116.5504857
MLS Listing,,Single Family Residential,4055 N La Mesita Way,Boise,ID,83702,1375000,5,3.5,El PeLar Estat,3450,12632,1992,11,399,,Active,,,https://www.redfin.com/ID/Boise/4055-N-La-Mesita-Way-83702/home/106726487,IMLS,98970888,N,Y,43.6561494,-116.2003165
MLS Listing,,Single Family Residential,25300 Harvey Rd,Caldwell,ID,83607-7638,1374939,5,3.0,Middleton - 1285,6321,87120,1994,71,218,,Active,,,https://www.redfin.com/ID/Caldwell/25300-Harvey-Rd-83607/home/117302665,IMLS,98966745,N,Y,43.739898,-116.6704022
New Construction Plan,,Single Family Residential,The Appaloosa Plan,Boise,ID,83712,1374900,3,2.5,Boise,3357,,,800,410,116,Active,,,https://www.redfin.com/ID/Boise/Boise/The-Appaloosa/home/188379172,Zillow,E4ACDD156C16,N,Y,43.5878355,-116.1407653
MLS Listing,,Single Family Residential,13623 N Ruffed Grouse Way,Boise,ID,83714,1368626,5,4.5,Dry Creek Ranch,3663,11282,2025,57,374,120,Active,,,https://www.redfin.com/ID/Boise/13623-N-Ruffed-Grouse-Way-83714/home/194181270,IMLS,98968033,N,Y,43.728224,-116.297195
MLS Listing,,Single Family Residential,10857 W Cruden Bay Ln,Kuna,ID,83634,1365900,4,3.5,Medallion at Valor,2844,9016,2025,105,480,201,Active,,,https://www.redfin.com/ID/Kuna/10857-W-Cruden-Bay-Ln-83634/home/197668547,IMLS,98963713,N,Y,43.500192,-116.317831
MLS Listing,,Single Family Residential,9823 W Delta Brook St,Star,ID,83669,1359900,4,4.5,Seneca Springs,3422,12371,2025,105,397,55,Active,,,https://www.redfin.com/ID/Star/9823-W-Delta-Brook-St-83669/home/186474604,IMLS,98963693,N,Y,43.700435,-116.47587
New Construction Home,,Single Family Residential,7789 W Flathead Lake St,Eagle,ID,83616,1359900,3,3.5,Eagle,4190,,2025,98,325,,Active,,,https://www.redfin.com/ID/Eagle/7789-W-Flathead-Lake-St-83616/home/197671360,Zillow,B2BCC80BD6D6,N,Y,43.709201,-116.450782
New Construction Plan,,Single Family Residential,The Palisade Plan,Eagle,ID,83616,1359900,3,3.5,Eagle,4190,,,104,325,,Active,,,https://www.redfin.com/ID/Eagle/Eagle/The-Palisade/home/195824880,Zillow,2676F5C43AD0,N,Y,43.70964,-116.451447
MLS Listing,,Single Family Residential,14041 N Hornbill Way,Garden City,ID,83714,1354328,5,4.5,Dry Creek Ranch,3659,13285,2025,64,370,120,Active,,,https://www.redfin.com/ID/Garden-City/14041-N-Hornbill-Way-83714/home/197618914,IMLS,98967429,N,Y,43.6564655,-116.2810588
MLS Listing,,Single Family Residential,5477 N Quail Summit Pl,Boise,ID,83703,1350000,5,4.0,Quail Ridge,4055,12196,2005,456,333,67,Active,,,https://www.redfin.com/ID/Boise/5477-N-Quail-Summit-Pl-83703/home/106757788,IMLS,98927063,N,Y,43.6697238,-116.235815
MLS Listing,,Single Family Residential,6260 W Evita St,Eagle,ID,83616,1350000,4,3.5,Stags Crossing,3338,14810,2025,60,404,121,Active,January-17-2026 12:00 PM,January-17-2026 05:00 PM,https://www.redfin.com/ID/Eagle/6260-W-Evita-St-83616/home/193319120,IMLS,98967777,N,Y,43.720414,-116.431429
MLS Listing,,Single Family Residential,2843 W Three Lakes Dr,Meridian,ID,83646,1350000,4,3.5,Spurwing Olive Tree,2957,10018,2026,41,457,170,Active,,,https://www.redfin.com/ID/Meridian/2843-W-Three-Lakes-Dr-83646/home/168229589,IMLS,98968458,N,Y,43.6639749,-116.4290249
MLS Listing,,Single Family Residential,24921 Belgian Way,Middleton,ID,83644,1350000,5,4.0,Country Sage Ranches,3829,47393,2026,33,353,67,Active,,,https://www.redfin.com/ID/Middleton/24921-Belgian-Way-83644/home/196891814,IMLS,98969701,N,Y,43.749492,-116.584251
MLS Listing,,Single Family Residential,512 Joy Ave,Middleton,ID,83642,1350000,4,3.5,River Walk,2972,21780,2026,1,454,75,Active,,,https://www.redfin.com/ID/Middleton/512-Joy-Ave-83644/home/191858591,IMLS,98971980,N,Y,43.699322,-116.609413
New Construction Plan,,Single Family Residential,Tablerock RV Plan,Middleton,ID,83644,1350000,4,5.0,Middleton,4546,,,595,297,,Active,,,https://www.redfin.com/ID/Middleton/Middleton/Tablerock-RV/home/191002727,Zillow,11D75E911707,N,Y,43.730959,-116.616703
MLS Listing,,Single Family Residential,20 E Shafer View Dr,Meridian,ID,83642,1349900,4,4.5,Shafer View Terrace,3534,30753,2025,57,382,67,Active,January-16-2026 03:00 PM,January-16-2026 05:00 PM,https://www.redfin.com/ID/Meridian/20-E-Shafer-View-Dr-83642/home/191916832,IMLS,98958470,N,Y,43.551763,-116.393189
MLS Listing,,Single Family Residential,8629 Latimore,Middleton,ID,83644,1349000,7,4.5,Middleton - 1285,5761,43560,2022,28,234,,Active,,,https://www.redfin.com/ID/Middleton/8629-Latimore-Ln-83644/home/117308656,IMLS,98969220,N,Y,43.7187511,-116.5642838
New Construction Plan,,Single Family Residential,Topaz Plan,Boise,ID,83714,1348500,4,3.5,Boise,3140,,,310,429,110,Active,,,https://www.redfin.com/ID/Boise/Boise/Topaz/home/195015811,Zillow,941405905A61,N,Y,43.7292736,-116.299768
MLS Listing,,Single Family Residential,Lot 9/Blk 2 S Palm Way,Mayfield,ID,83647,1338790,3,3.5,Palm Estates Su,3226,44387,2025,93,415,25,Active,,,https://www.redfin.com/ID/Mayfield/Lot-9-Blk-2-S-Palm-WAY-83716/home/197833727,IMLS,98964778,N,Y,43.417948,-115.90149
MLS Listing,,Single Family Residential,13339 N Hazel Grouse Way,Garden City,ID,83714,1337557,5,4.0,Dry Creek Ranch,4495,5357,2026,11,298,120,Active,,,https://www.redfin.com/ID/Garden-City/13339-N-Hazel-Grouse-Way-83714/home/181149205,IMLS,98970892,N,Y,43.725701,-116.298736
New Construction Plan,,Single Family Residential,Magnolia Plan,Boise,ID,83714,1331700,3,3.5,Boise,3399,,,310,392,110,Active,,,https://www.redfin.com/ID/Boise/Boise/Magnolia/home/195015887,Zillow,542ECBAB9631,N,Y,43.7292736,-116.299768
MLS Listing,,Single Family Residential,25403 Bur Oak,Caldwell,ID,83607,1330000,3,2.5,Oakridge Estates,2669,50965,2025,3,498,50,Active,,,https://www.redfin.com/ID/Caldwell/25403-Bur-Oak-Pl-83607/home/176207169,IMLS,98971574,N,Y,43.7411,-116.684568
MLS Listing,,Vacant Land,TBD Heavenly Ln,Prairie,ID,83647,1325000,,,Mtn Home-Elmore - 1500,,8712000,,366,,,Active,,,https://www.redfin.com/ID/Prairie/TBD-Prairie-Lot-5-83647/home/190609482,IMLS,98933196,N,Y,43.504894,-115.5739813
MLS Listing,,Vacant Land,TBD Heavenly Pl,Prairie,ID,83647,1325000,,,Prairie,,8712000,,136,,,Active,,,https://www.redfin.com/ID/Prairie/TBD-Heavenly-PL-83647/home/196114691,MCAOR,543485,N,Y,43.504894,-115.5739813
MLS Listing,,Single Family Residential,13567 N Ruffed Grouse Ct,Boise,ID,83714,1319900,3,2.5,Dry Creek Ranch,3312,10454,2025,115,399,120,Active,,,https://www.redfin.com/ID/Boise/13567-N-Ruffed-Grouse-Pl-83714/home/193319536,IMLS,98962611,N,Y,43.727688,-116.296722
MLS Listing,,Single Family Residential,11650 W Columbia Rd,Boise,ID,83709-7329,1315000,3,2.0,Hidden Valley Estates,2022,47916,1973,63,650,,Active,,,https://www.redfin.com/ID/Boise/11650-W-Columbia-Rd-83709/home/106732163,IMLS,98967575,N,Y,43.5322429,-116.3273578
MLS Listing,,Vacant Land,TBD Lewis Ln,Nampa,ID,83686,1300000,,,Caldwell SW - 1280,,1181347,,165,,,Active,,,https://www.redfin.com/ID/Nampa/TBD-Lewis-Ln-83686/home/143183879,IMLS,98957022,N,Y,43.4891372,-116.589439
MLS Listing,,Single Family Residential,1951 E Bonanza Ct,Mountain Home,ID,83647-6482,1300000,4,4.5,Red Baron Estates,3852,66864,2025,183,337,30,Active,,,https://www.redfin.com/ID/Mountain-Home/1951-E-Bonanza-Ct-83647/home/196480282,IMLS,98954919,N,Y,43.309302,-115.898851
MLS Listing,,Single Family Residential,25750 Quail Hill Ln,Caldwell,ID,83607,1299999,4,4.5,Christensen Hom,3582,65340,2025,1,363,,Active,January-17-2026 01:00 PM,January-17-2026 04:00 PM,https://www.redfin.com/ID/Caldwell/25750-Quail-Hill-Ln-83607/home/181152279,IMLS,98971899,N,Y,43.7467246,-116.6509605
MLS Listing,,Single Family Residential,196 N Timber Wolf Pl,Eagle,ID,83616,1299900,4,3.5,Shingle Creek,2909,14113,2025,31,447,100,Active,January-16-2026 11:00 AM,January-16-2026 05:00 PM,https://www.redfin.com/ID/Eagle/196-N-Timber-Wolf-Pl-83616/home/191168698,IMLS,98969838,N,Y,43.6978112,-116.3844103
MLS Listing,,Single Family Residential,14227 N Hornbill Way,Garden City,ID,83714,1299900,3,2.5,Dry Creek Ranch,3294,12414,2025,207,395,120,Active,,,https://www.redfin.com/ID/Garden-City/14227-N-Hornbill-Way-83714/home/194947685,IMLS,98952129,N,Y,43.733767,-116.27517
MLS Listing,,Single Family Residential,3460 N Costa Madera Way,Star,ID,83669,1299900,3,3.5,Torchlight Estates,3341,14200,2025,31,389,83,Active,January-17-2026 12:00 PM,January-17-2026 03:00 PM,https://www.redfin.com/ID/Star/3460-N-Costa-Madera-Way-83669/home/194182141,IMLS,98969836,N,Y,43.7239999,-116.476834
MLS Listing,,Single Family Residential,820 N Creekwater Ave Lot 8/5,Eagle,ID,83616,1299900,4,4.5,Centerra,3395,13155,2026,1,383,183,Active,,,https://www.redfin.com/ID/Eagle/820-N-Creekwater-Ave-83616/unit-8-5/home/200079449,IMLS,98971834,N,Y,43.702374,-116.397729
MLS Listing,,Single Family Residential,9276 W Sooty Grouse Ct,Boise,ID,83714,1299900,3,2.5,Dry Creek Ranch,3227,10105,2024,185,403,120,Active,,,https://www.redfin.com/ID/Boise/9276-W-Sooty-Grouse-Ct-83714/home/190610847,IMLS,98954656,N,Y,43.7300887,-116.2979841
MLS Listing,,Single Family Residential,482 Century Ave,Middleton,ID,83644,1299900,3,4.5,River Walk Crossing,3121,21780,2025,252,417,75,Active,January-17-2026 01:00 PM,January-17-2026 04:00 PM,https://www.redfin.com/ID/Middleton/482-Century-Ave-83644/home/191858606,IMLS,98946540,N,Y,43.699928,-116.607981
MLS Listing,,Single Family Residential,14230 N Goldfinch Ave,Garden City,ID,83714,1299900,3,2.5,Dry Creek Ranch,3312,12240,2025,259,392,120,Active,,,https://www.redfin.com/ID/Garden-City/14230-N-Goldfinch-Ave-83714/home/194598751,IMLS,98945477,N,Y,43.733833,-116.275716
MLS Listing,,Single Family Residential,24864 Ardmore Ct,Caldwell,ID,83607-1067,1299900,4,3.5,Spring Hill Ranch,3288,43560,2025,109,395,42,Active,,,https://www.redfin.com/ID/Caldwell/24864-Ardmore-Ct-83607/home/186222072,IMLS,98959481,N,Y,43.733556,-116.680563
MLS Listing,,Single Family Residential,1062 E Harcourt Dr,Boise,ID,83702,1299900,5,3.5,Highlands Unit,3824,11325,1980,8,340,,Active,,,https://www.redfin.com/ID/Boise/1062-E-Harcourt-Dr-83702/home/106736813,IMLS,98971186,N,Y,43.6552242,-116.1769908
MLS Listing,,Single Family Residential,3566 E Asteroid Ct,Boise,ID,83712,1299500,4,2.5,Boulder Point,2822,9147,2025,144,460,175,Active,,,https://www.redfin.com/ID/Boise/3566-E-Asteroid-Dr-83712/home/197366225,IMLS,98959377,N,Y,43.5865043,-116.1392021
MLS Listing,,Single Family Residential,2182 N Annadale Ave,Eagle,ID,83616,1299000,4,3.5,Kingswood Estates,3410,9975,2025,255,381,167,Active,,,https://www.redfin.com/ID/Eagle/2182-N-Annadale-Ave-83616/home/195593287,IMLS,98945914,N,Y,43.7113237,-116.4140602
MLS Listing,,Single Family Residential,486 Joy Ave,Middleton,ID,83644,1299000,3,2.5,River Walk Crossing,2764,21780,2025,53,470,75,Active,January-17-2026 12:00 PM,January-17-2026 02:00 PM,https://www.redfin.com/ID/Middleton/486-Joy-Ave-83644/home/191858592,IMLS,98966371,N,Y,43.69973,-116.609413
