SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,4508 W Everest,Meridian,ID,83646,499900,4,2.5,Trilogy,2366,4181,2019,4,211,23,Active,January-17-2026 11:00 AM,January-17-2026 02:00 PM,https://www.redfin.com/ID/Meridian/4508-W-Everest-St-83646/home/168240430,IMLS,98971512,N,Y,43.6617462,-116.450097
New Construction Plan,,Single Family Residential,Avila Plan,Mayfield,ID,83716,499900,3,2.0,Mayfield,1570,,,7,318,,Active,,,https://www.redfin.com/ID/Mayfield/Mayfield/Avila/home/199992725,Zillow,2720C6F67661,N,Y,43.3691462,-115.9610743
MLS Listing,,Single Family Residential,10866 W Sandhurst Dr,Boise,ID,83709-0263,499900,5,3.0,Brookhollow,2600,8712,1977,108,192,,Active,January-17-2026 11:00 AM,January-17-2026 01:00 PM,https://www.redfin.com/ID/Boise/10866-W-Sandhurst-Dr-83709/home/106805004,IMLS,98963294,N,Y,43.5987903,-116.3175727
MLS Listing,,Single Family Residential,1616 Florida,Nampa,ID,83686,499900,3,2.0,Florida Est,1476,20908,2016,1,339,,Active,January-17-2026 10:00 AM,January-17-2026 02:00 PM,https://www.redfin.com/ID/Nampa/1616-E-Florida-Ave-83686/home/143363764,IMLS,98971447,N,Y,43.5575085,-116.5512782
MLS Listing,,Multi-Family (2-4 Unit),520 S White Cloud Dr,Boise,ID,83709,499900,4,2.0,Jackson Manor S,860,9147,1971,10,581,,Active,,,https://www.redfin.com/ID/Boise/520-S-White-Cloud-Dr-83709/home/106661834,IMLS,98971011,N,Y,43.5997349,-116.283002
MLS Listing,,Single Family Residential,12731 Sondra St,Caldwell,ID,83607,499900,5,2.5,Windsor Creek,2751,12632,2021,7,182,29,Active,,,https://www.redfin.com/ID/Caldwell/12731-Sondra-St-83607/home/175057954,IMLS,98971311,N,Y,43.6123237,-116.6475594
MLS Listing,,Single Family Residential,18588 Matterhorn,Nampa,ID,83687,499900,4,2.0,Castle Peak,1955,6969,2016,8,256,46,Active,,,https://www.redfin.com/ID/Nampa/18588-Matterhorn-Ave-83687/home/118230717,IMLS,98971118,N,Y,43.6426038,-116.6012159
MLS Listing,,Townhouse,2046 W Freya Ct,Eagle,ID,83616,499900,3,2.5,Kingfisher Cove Townhomes,1759,1698,2025,110,284,125,Active,January-17-2026 12:00 PM,January-17-2026 04:00 PM,https://www.redfin.com/ID/Eagle/2046-W-Freya-Ct-83616/home/197670236,IMLS,98963111,N,Y,43.696627,-116.379657
MLS Listing,,Single Family Residential,1739 N Burnam,Star,ID,83669,499900,3,2.0,Heirloom Ridge,1586,6664,2023,195,315,75,Active,,,https://www.redfin.com/ID/Star/1739-N-Burnam-Ave-83669/home/186253069,IMLS,98953540,N,Y,43.7072432,-116.4677888
MLS Listing,,Townhouse,2166 W Freya Ct,Eagle,ID,83616,499900,3,2.5,Kingfisher Cove Townhomes,1759,1698,2025,54,284,125,Active,January-17-2026 12:00 PM,January-17-2026 04:00 PM,https://www.redfin.com/ID/Eagle/2166-W-Freya-Ct-83616/home/197670218,IMLS,98968316,N,Y,43.696831,-116.380802
MLS Listing,,Townhouse,2162 W Freya Ct,Eagle,ID,83616,499900,3,2.5,Kingfisher Cove Townhomes,1739,1698,2025,45,287,125,Active,January-17-2026 12:00 PM,January-17-2026 04:00 PM,https://www.redfin.com/ID/Eagle/2162-W-Freya-Ct-83616/home/197670219,IMLS,98968875,N,Y,43.696773,-116.380801
MLS Listing,,Condo/Co-op,200 N 3rd #505,Boise,ID,83702,499900,2,1.0,Imperial Plaza,998,,1964,117,501,482,Active,January-17-2026 10:00 AM,January-17-2026 12:00 PM,https://www.redfin.com/ID/Boise/200-N-3rd-St-83702/unit-505/home/106683838,IMLS,98962345,N,Y,43.6135712,-116.1962679
MLS Listing,,Single Family Residential,2948 W Gemstone Dr,Meridian,ID,83646,499900,4,2.5,Sunburst Sub,1902,9147,1992,8,263,20,Active,January-17-2026 11:00 AM,January-17-2026 02:00 PM,https://www.redfin.com/ID/Meridian/2948-W-Gemstone-Dr-83646/home/106787675,IMLS,98971131,N,Y,43.6214343,-116.4306805
MLS Listing,,Vacant Land,9661 W Kuna Rd,Kuna,ID,83634,499900,,,Kuna - 1100,,213879,,66,,,Active,,,https://www.redfin.com/ID/Kuna/9661-W-Kuna-Rd-83634/home/198985089,IMLS,98967109,N,Y,43.4883172,-116.5231634
MLS Listing,,Townhouse,12136 S Glory Ln,Kuna,ID,83634-2769,499900,2,2.0,Trilogy,1538,4791,2023,210,325,510,Active,,,https://www.redfin.com/ID/Kuna/12136-S-Glory-Ln-83634/home/186477434,IMLS,98951844,N,Y,43.492508,-116.333295
MLS Listing,,Single Family Residential,4531 S Lava Springs Loop,Nampa,ID,83686,499900,3,2.0,Lava Springs,1850,7840,2018,92,270,50,Active,,,https://www.redfin.com/ID/Nampa/4531-S-Lava-Springs-Loop-83686/home/147083679,IMLS,98964870,N,Y,43.5268187,-116.5365961
MLS Listing,,Single Family Residential,370 S Bumper Way,Boise,ID,83716,499900,3,2.0,Mayfield Springs,1547,6229,2026,3,323,100,Active,,,https://www.redfin.com/ID/Boise/370-S-Bumper-WAY-Unknown/home/200031054,IMLS,98971594,N,Y,43.6150186,-116.2023137
MLS Listing,,Single Family Residential,3318 N Park Crossing Ave,Meridian,ID,83646,499900,3,2.0,Heritage Grove,1553,3920,2015,2,322,143,Active,,,https://www.redfin.com/ID/Meridian/3318-N-Park-Crossing-Ave-83646/home/109557153,IMLS,98971670,N,Y,43.6348176,-116.3763136
MLS Listing,,Townhouse,2017 W Freya Ct,Eagle,ID,83616,499900,3,2.5,Kingfisher Cove Townhomes,1759,1698,2025,77,284,125,Active,January-17-2026 12:00 PM,January-17-2026 04:00 PM,https://www.redfin.com/ID/Eagle/2017-W-Freya-Ct-83616/home/195001774,IMLS,98966349,N,Y,43.696187,-116.378908
MLS Listing,,Single Family Residential,365 S Bumper Way,Boise,ID,83716,499900,3,2.0,Mayfield Springs,1569,7405,2026,140,319,100,Active,January-17-2026 12:00 PM,January-17-2026 04:00 PM,https://www.redfin.com/ID/Boise/365-S-Bumper-WAY-Unknown/home/197548633,IMLS,98959968,N,Y,43.6150186,-116.2023137
New Construction Plan,,Single Family Residential,Villa (G) Plan,Star,ID,83669,499880,4,2.5,Star,2153,,,32,232,,Active,,,https://www.redfin.com/ID/Star/Star/Villa-G/home/199657543,Zillow,0F7622947476,N,Y,43.687649,-116.463801
MLS Listing,,Townhouse,732 S Calhoun Ln,Star,ID,83669,499880,4,2.0,Crystal Springs Estates,2153,3136,2025,33,232,167,Active,January-17-2026 11:00 AM,January-17-2026 04:00 PM,https://www.redfin.com/ID/Star/732-S-Calhoun-Ln-83669/home/197669532,IMLS,98969715,N,Y,43.6871424,-116.4637889
MLS Listing,,Single Family Residential,1286 S Sabrina Ave,Kuna,ID,83634,499850,4,3.0,Rockaway Cove,2810,6621,2025,125,178,50,Active,,,https://www.redfin.com/ID/Kuna/1286-S-Sabrina-Ave-83634/home/197770764,IMLS,98961555,N,Y,43.476785,-116.416141
MLS Listing,,Single Family Residential,19317 Snowyside Way,Caldwell,ID,83605,499791,4,2.5,Mason Creek,2412,9147,2025,105,207,50,Active,,,https://www.redfin.com/ID/Caldwell/19317-Snowyside-Way-83605/home/196890586,IMLS,98963738,N,Y,43.664948,-116.641769
MLS Listing,,Single Family Residential,20202 Jennings Way,Caldwell,ID,83605,499000,5,2.5,Virginia Park,2710,10018,2019,78,184,9,Active,,,https://www.redfin.com/ID/Caldwell/20202-Jennings-Way-83605/home/169789570,IMLS,98966247,N,Y,43.6661409,-116.6249828
MLS Listing,,Single Family Residential,5416 Sparky Ave,Caldwell,ID,83607,499000,3,2.5,Pradera,2128,9801,2024,8,234,67,Active,,,https://www.redfin.com/ID/Caldwell/5416-Sparky-Ave-83607/home/191855946,IMLS,98971228,N,Y,43.620914,-116.695001
MLS Listing,,Vacant Land,3970 Airbase Rd,Mountain Home,ID,83647,499000,,,Mtn Home-Elmore - 1500,,1546380,,213,,,Active,,,https://www.redfin.com/ID/Mountain-Home/3970-Airbase-Rd-83647/home/196331886,IMLS,98951355,N,Y,43.1272053,-115.7450862
MLS Listing,,Single Family Residential,1064 W Stanhope St,Meridian,ID,83646,499000,4,2.5,Crossfield,2129,4138,2007,36,234,92,Active,,,https://www.redfin.com/ID/Meridian/1064-W-Stanhope-St-83646/home/106678156,IMLS,98969496,N,Y,43.6319345,-116.40698
MLS Listing,,Single Family Residential,10959 W Rose Lake St,Star,ID,83669,499000,3,2.0,Waterview Estates,1796,9278,2003,44,278,25,Active,,,https://www.redfin.com/ID/Star/10959-W-Rose-Lake-St-83669/home/106698194,IMLS,98968925,N,Y,43.7015344,-116.4905047
MLS Listing,,Single Family Residential,6145 W Snow Currant St,Meridian,ID,83646,499000,3,2.0,The Oaks North,1857,6141,2026,36,269,65,Active,,,https://www.redfin.com/ID/Meridian/6145-W-Snow-Currant-St-83646/home/197670869,IMLS,98969561,N,Y,43.6551764,-116.4703935
MLS Listing,,Single Family Residential,TBD Idaho,Caldwell,ID,83605,499000,4,2.0,Caldwell NW - 1275,1683,8712,2025,14,296,,Active,,,https://www.redfin.com/ID/Caldwell/TBD-Idaho-83605/home/196168148,IMLS,98970711,N,Y,43.6686454,-116.6462445
MLS Listing,,Single Family Residential,517 S Lawrence Ave,Boise,ID,83709,499000,4,2.0,Jacobs Manor,3000,8712,1968,41,166,,Active,,,https://www.redfin.com/ID/Boise/517-S-Lawrence-Ave-83709/home/106649202,IMLS,98969248,N,Y,43.5994525,-116.279485
MLS Listing,,Single Family Residential,9023 W Moon River Dr,Star,ID,83669,499000,3,2.0,Heirloom Ridge,1688,7448,2025,6,296,75,Active,,,https://www.redfin.com/ID/Star/9023-W-Moon-River-Dr-83669/home/197665854,IMLS,98971409,N,Y,43.701004,-116.466093
MLS Listing,,Single Family Residential,5801 W Randolph Dr,Boise,ID,83709,499000,4,3.5,Randolph Sub,2530,16988,1972,36,197,,Active,,,https://www.redfin.com/ID/Boise/5801-W-Randolph-Dr-83709/home/106665603,IMLS,98969481,N,Y,43.592081,-116.253955
New Construction Plan,,Single Family Residential,Venture Plan,Kuna,ID,83634,498900,3,2.0,Kuna,2048,,,118,244,,Active,,,https://www.redfin.com/ID/Kuna/Kuna/Venture/home/188272485,Zillow,86705361D342,N,Y,43.4958561,-116.3289
New Construction Plan,,Single Family Residential,Villa (C) Plan,Star,ID,83669,498880,3,2.5,Star,2146,,,149,232,,Active,,,https://www.redfin.com/ID/Star/Star/Villa-C/home/197270711,Zillow,57BFCD05042E,N,Y,43.687649,-116.463801
MLS Listing,,Townhouse,728 S Calhoun Ln,Star,ID,83669,498880,3,2.5,Crystal Springs Estates,2146,3049,2025,98,232,167,Active,January-17-2026 11:00 AM,January-17-2026 04:00 PM,https://www.redfin.com/ID/Star/728-S-Calhoun-Ln-83669/home/197669525,IMLS,98964430,N,Y,43.6872058,-116.4637884
New Construction Plan,,Single Family Residential,Troon-3 CAR Plan,Meridian,ID,83642,498800,3,2.0,Meridian,1466,,,95,340,68,Active,,,https://www.redfin.com/ID/Meridian/Meridian/Troon-3-CAR/home/198585701,Zillow,BC8EC29EBC08,N,Y,43.5416507,-116.353815
MLS Listing,,Multi-Family (2-4 Unit),1015 S Ivy St,Nampa,ID,83686,498000,6,2.0,Kurtz Add,1890,6969,1992,16,263,,Active,,,https://www.redfin.com/ID/Nampa/1015-S-Ivy-St-83686/home/116702186,IMLS,98970620,N,Y,43.5586922,-116.566236
MLS Listing,,Single Family Residential,1708 E Sagemoor Dr,Meridian,ID,83642,498000,4,2.5,Sageland,2388,5009,2005,8,209,43,Active,,,https://www.redfin.com/ID/Meridian/1708-E-Sagemoor-Dr-83642/home/106737341,IMLS,98971151,N,Y,43.5769224,-116.3735294
New Construction Plan,,Single Family Residential,Bramley Plan,Middleton,ID,83644,497995,3,2.0,Middleton,2247,,,602,222,,Active,,,https://www.redfin.com/ID/Middleton/Middleton/Bramley/home/190904650,Zillow,BE92D7F1234B,N,Y,43.7231076,-116.6383002
MLS Listing,,Single Family Residential,2361 N Lithodora Ave,Star,ID,83669,497990,4,2.5,Fallbrook,2332,8581,2025,206,214,69,Active,,,https://www.redfin.com/ID/Star/2361-N-Lithodora-Ave-83669/home/196177268,IMLS,98952170,N,Y,43.7131717,-116.4925864
New Construction Home,,Single Family Residential,9058 W Inspirado St,Meridian,ID,83646,497400,4,3.0,Meridian,2116,,2025,17,235,,Active,,,https://www.redfin.com/ID/Meridian/9058-W-Inspirado-St-83646/home/199880850,Zillow,FC97FAAE8996,N,Y,43.667235,-116.506615
MLS Listing,,Townhouse,12022 W United Ln,Kuna,ID,83634,496903,2,2.5,Trilogy,1678,5009,2026,20,296,496,Active,,,https://www.redfin.com/ID/Kuna/12022-W-United-Ln-83634/home/194183172,IMLS,98970408,N,Y,43.491518,-116.332133
New Construction Plan,,Townhouse,MIDTOWN C Plan,Boise,ID,83705,496880,3,3.5,Boise,1821,,,510,273,,Active,,,https://www.redfin.com/ID/Boise/Boise/MIDTOWN-C/home/192217854,Zillow,37CC60EF7712,N,Y,43.588201,-116.2022943
MLS Listing,,Townhouse,1735 S Rock View Ln,Boise,ID,83705,496880,3,3.5,Midtown Heights,1821,914,2025,56,273,161,Active,,,https://www.redfin.com/ID/Boise/1735-S-Rock-View-Ln-83705/home/194182049,IMLS,98968211,N,Y,43.588066,-116.202562
MLS Listing,,Townhouse,1655 W Burlison Ln,Boise,ID,83705,496880,3,3.5,Midtown Heights,1821,914,2025,100,273,161,Active,,,https://www.redfin.com/ID/Boise/1655-W-Burlison-Ln-83705/home/194182044,IMLS,98964109,N,Y,43.587886,-116.202153
MLS Listing,,Single Family Residential,2035 Sumac Ave Lot 9 Block 2,Middleton,ID,83644,495990,4,2.0,Willow Wood Estates,2046,8581,2026,18,242,58,Active,,,https://www.redfin.com/ID/Middleton/2035-Sumac-AVE-Unknown/unit-9-Block-2/home/199875589,IMLS,98970464,N,Y,43.7068281,-116.6201357
MLS Listing,,Single Family Residential,1528 Long Pond St,Middleton,ID,83644,495990,4,2.5,Kestrel Estates,2332,8276,2025,53,213,41,Active,,,https://www.redfin.com/ID/Middleton/1528-Long-Pond-St-83644/home/196890194,IMLS,98968353,N,Y,43.749493,-116.584251
MLS Listing,,Single Family Residential,10539 W Teratai St,Star,ID,83669,495990,4,2.0,Canvasback,2126,6882,2025,56,233,71,Active,,,https://www.redfin.com/ID/Star/10539-W-Teratai-St-83669/home/199245085,IMLS,98968143,N,Y,43.7134711,-116.4914192
New Construction Home,,Single Family Residential,2035 Sumac Ave,Middleton,ID,83644,495990,4,2.0,Middleton,2046,,2026,8,242,,Active,,,https://www.redfin.com/ID/Middleton/2035-Sumac-AVE-Unknown/home/199981999,Zillow,E066195E8379,N,Y,43.729339599609375,-116.63092803955078
New Construction Plan,,Single Family Residential,Spruce Plan,Kuna,ID,83634,495990,4,2.5,Kuna,3065,,,77,162,,Active,,,https://www.redfin.com/ID/Kuna/Kuna/Spruce/home/198828005,Zillow,A186F1603620,N,Y,43.4838856,-116.4159087
MLS Listing,,Single Family Residential,320 E Mayfield Springs Blvd,Boise,ID,83716,495000,3,2.5,Mayfield Springs,1688,4356,2025,64,293,100,Active,,,https://www.redfin.com/ID/Boise/320-83716/home/199063937,IMLS,98967402,N,Y,43.3700489,-115.9619147
MLS Listing,,Single Family Residential,4242 W Niemann Dr,Meridian,ID,83646,495000,4,2.0,Wilkins Ranch,1785,8450,2002,1,277,25,Active,January-17-2026 10:00 AM,January-17-2026 01:00 PM,https://www.redfin.com/ID/Meridian/4242-W-Niemann-Dr-83646/home/106763342,IMLS,98971287,N,Y,43.6336973,-116.4468462
MLS Listing,,Single Family Residential,3810 W Sea Is,Meridian,ID,83642,495000,4,2.5,Lake At Cherry,2072,6969,1985,7,239,,Active,January-17-2026 12:00 PM,January-17-2026 02:00 PM,https://www.redfin.com/ID/Meridian/3810-W-Sea-Island-Ct-83646/home/106694284,IMLS,98971269,N,Y,43.626148,-116.441187
MLS Listing,,Single Family Residential,1409 Uvalde St,Caldwell,ID,83605,495000,4,2.5,Caldwell NW - 1275,2331,8712,2025,75,212,,Active,,,https://www.redfin.com/ID/Caldwell/1409-Uvalde-St-83605/home/196891119,IMLS,98966448,N,Y,43.6917453,-116.6814584
MLS Listing,,Single Family Residential,3125 N High Desert,Meridian,ID,83642,495000,4,2.0,Wilkins Ranch,1934,8712,2002,16,256,25,Active,January-17-2026 01:00 PM,January-17-2026 03:00 PM,https://www.redfin.com/ID/Meridian/3125-N-High-Desert-Way-83646/home/106813463,IMLS,98970599,N,Y,43.6333632,-116.4484247
New Construction Plan,,Single Family Residential,Connor Plan,Meridian,ID,83646,494995,3,2.0,Meridian,1857,,,513,267,,Active,,,https://www.redfin.com/ID/Meridian/Meridian/Connor/home/192163319,Zillow,D29AF7DFFB7B,N,Y,43.6501639,-116.464357
MLS Listing,,Single Family Residential,2433 N Silver Wolf Ave,Star,ID,83669,494990,4,2.0,Canvasback,2126,6882,2025,81,233,71,Active,,,https://www.redfin.com/ID/Star/2433-N-Silver-Wolf-Ave-83669/home/198801341,IMLS,98965839,N,Y,43.713832,-116.485624
MLS Listing,,Single Family Residential,2352 N Carly Ave,Star,ID,83669,494990,4,2.5,Fallbrook,2332,7274,2025,158,212,69,Active,,,https://www.redfin.com/ID/Star/2352-N-Carly-Ave-83669/home/196972098,IMLS,98957748,N,Y,43.7130409,-116.4909532
MLS Listing,,Single Family Residential,3344 W Morere Dr,Meridian,ID,83642,494990,4,2.5,Gran Prado,2332,6359,2025,140,212,54,Active,,,https://www.redfin.com/ID/Meridian/3344-W-Morere-Dr-83642/home/194183426,IMLS,98959904,N,Y,43.5546152,-116.4355169
MLS Listing,,Single Family Residential,5561 W Aralia Dr,Meridian,ID,83646,494990,3,2.5,Prescott Ridge,2078,4443,2025,131,238,67,Active,,,https://www.redfin.com/ID/Meridian/5561-W-Aralia-Dr-83646/home/197663960,IMLS,98960844,N,Y,43.6576357,-116.4631115
MLS Listing,,Single Family Residential,18333 N Trumpet Lily Ave,Nampa,ID,83687,494990,5,3.0,Solano Place,2636,8276,2025,101,188,53,Active,,,https://www.redfin.com/ID/Nampa/18333-N-Trumpet-Lily-Ave-83687/home/196890843,IMLS,98964002,N,Y,43.638463,-116.578387
New Construction Plan,,Single Family Residential,The Vale Plan,Middleton,ID,83644,494990,3,2.5,Middleton,2968,,,8,167,,Active,,,https://www.redfin.com/ID/Middleton/Middleton/The-Vale/home/199981939,Zillow,513DEBBEA155,N,Y,43.729339599609375,-116.63092803955078
MLS Listing,,Single Family Residential,2329 N Iditarod Ave,Kuna,ID,83634,494990,5,3.0,Ardell Estates,2530,7187,2025,76,196,29,Active,,,https://www.redfin.com/ID/Kuna/2329-N-Iditarod-Ave-83634/home/197671250,IMLS,98966401,N,Y,43.509414,-116.420328
MLS Listing,,Single Family Residential,3664 W Dover St,Meridian,ID,83642,494990,4,2.5,Dutton Place,2110,4356,2025,60,235,62,Active,,,https://www.redfin.com/ID/Meridian/3664-W-Dover-Dr-83642/home/198727722,IMLS,98967748,N,Y,43.6133276,-116.4415221
