SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,16813 N Breeds Hill Ave,Nampa,ID,83687,399900,3,2.0,Franklin Village,1627,5227,2019,56,246,35,Active,,,https://www.redfin.com/ID/Nampa/16813-N-Breeds-Hill-Ave-83687/home/168873385,IMLS,98968106,N,Y,43.6147766,-116.548556
MLS Listing,,Single Family Residential,9088 W Bigwood Dr,Boise,ID,83709,399900,3,2.0,Charter Pointe,1230,4181,2020,1,325,56,Active,,,https://www.redfin.com/ID/Boise/9088-W-Bigwood-Dr-83709/home/171216573,IMLS,98971911,N,Y,43.5347925,-116.2955686
MLS Listing,,Single Family Residential,980 N 6th E. St,Mountain Home,ID,83647,399900,4,1.5,Johnsons First,2368,6969,1964,79,169,,Active,,,https://www.redfin.com/ID/Mountain-Home/980-N-6th-E-83647/home/165406947,IMLS,98966113,N,Y,43.1406416,-115.6922121
MLS Listing,,Townhouse,7427 W Swain Ln,Garden City,ID,83714,399900,2,2.0,Mountain View Townhomes,1373,1306,2025,92,291,75,Active,January-17-2026 11:00 AM,January-17-2026 01:00 PM,https://www.redfin.com/ID/Garden-City/7427-W-Swain-Ln-83714/home/194184497,IMLS,98964875,N,Y,43.6444199,-116.274663
MLS Listing,,Single Family Residential,1070 Muscovy,Meridian,ID,83642,399900,3,2.0,Havasu,1152,8058,1998,62,347,18,Active,,,https://www.redfin.com/ID/Meridian/1070-S-Muscovy-Ave-83642/home/106790527,IMLS,98967705,N,Y,43.5948315,-116.4039293
MLS Listing,,Townhouse,3463 N Collister Dr,Boise,ID,83703,399900,2,2.0,KnottS Landing,1103,5227,1985,61,363,100,Active,,,https://www.redfin.com/ID/Boise/3463-N-Collister-Dr-83703/home/106810195,IMLS,98967038,N,Y,43.651416,-116.24916
MLS Listing,,Single Family Residential,2129 S Colorado,Boise,ID,83706,399900,3,2.0,South Boise,1262,8276,1958,13,317,,Active,,,https://www.redfin.com/ID/Boise/2129-S-Colorado-Ave-83706/home/106801637,IMLS,98970811,N,Y,43.5851886,-116.1901174
MLS Listing,,Single Family Residential,323 E Amanita St,Eagle,ID,83616,399900,3,1.0,Eagle Village S,1064,7666,1979,7,376,,Active,,,https://www.redfin.com/ID/Eagle/323-Amanita-St-83616/home/106688796,IMLS,98971242,N,Y,43.6967971,-116.3499171
MLS Listing,,Single Family Residential,2814 S Mossy Forest Ave,Nampa,ID,83686,399800,4,2.0,Mossy Creek,1667,6969,2023,43,240,58,Active,,,https://www.redfin.com/ID/Nampa/2814-S-Mossy-Forest-Ave-83686/home/181152372,IMLS,98969046,N,Y,43.5418113,-116.5296431
MLS Listing,,Single Family Residential,16251 Copperridge Way,Caldwell,ID,83607,399000,3,2.0,Kingsview Estates,1573,6534,2013,1,254,29,Active,January-17-2026 02:00 PM,January-17-2026 04:00 PM,https://www.redfin.com/ID/Caldwell/16251-Copperridge-Way-83607/home/117054408,IMLS,98971147,N,Y,43.6081355,-116.6767181
MLS Listing,,Single Family Residential,4426 W Clark Cir,Boise,ID,83705,399000,2,1.5,Johnstons Sub,1040,9147,1959,37,384,,Active,,,https://www.redfin.com/ID/Boise/4426-W-Clark-Cir-83705/home/106712068,IMLS,98969421,N,Y,43.5922784,-116.2364862
MLS Listing,,Vacant Land,TBD E Shaw Mountain Rd,Boise,ID,83712,399000,,,Boise NE - 0200,,263668,,162,,,Active,,,https://www.redfin.com/ID/Boise/TBD-E-Shaw-Mountain-Rd-83712/home/143184184,IMLS,98957244,N,Y,43.6156568,-116.1170738
MLS Listing,,Single Family Residential,13546 Nisene Dr,Caldwell,ID,83607,399000,4,2.0,Cedars,2025,7405,2023,73,197,31,Active,,,https://www.redfin.com/ID/Caldwell/13546-Nisene-Dr-83607/home/181155435,IMLS,98966607,N,Y,43.614682,-116.6638961
MLS Listing,,Vacant Land,601 W Beeson St,Boise,ID,83706,399000,,,Boise SE - 0300,,6098,,154,,,Active,,,https://www.redfin.com/ID/Boise/601-W-Beeson-St-83706/home/106802093,IMLS,98958399,N,Y,43.577814,-116.1888664
MLS Listing,,Townhouse,496 E Chester Ln,Boise,ID,83706,399000,2,2.0,Boardwalk Twnhs,943,1742,1986,36,423,149,Active,,,https://www.redfin.com/ID/Boise/496-E-Chester-Ln-83706/home/106791339,IMLS,98969500,N,Y,43.58631,-116.177036
MLS Listing,,Townhouse,7433 W Swain Ln,Garden City,ID,83714,399000,2,2.0,Mountain View Townhomes,1373,1306,2025,97,291,75,Active,January-17-2026 11:00 AM,January-17-2026 01:00 PM,https://www.redfin.com/ID/Garden-City/7433-W-Swain-Ln-83714/home/194184498,IMLS,98964470,N,Y,43.6444199,-116.274724
MLS Listing,,Multi-Family (2-4 Unit),812 E Sherman Ave,Nampa,ID,83686,399000,4,2.0,Kurtz Add,1248,3049,1966,38,320,,Active,,,https://www.redfin.com/ID/Nampa/812-E-Sherman-Ave-83686/home/117146854,IMLS,98969399,N,Y,43.5656688,-116.5623465
MLS Listing,,Single Family Residential,5010 Clearfield St,Caldwell,ID,83605,399000,4,2.0,Pennsylvania Park,2011,6534,2022,203,198,33,Active,,,https://www.redfin.com/ID/Caldwell/5010-Clearfield-St-83605/home/181156498,IMLS,98952831,N,Y,43.6560146,-116.6362747
MLS Listing,,Single Family Residential,3499 S Rosa Parks Way,Nampa,ID,83686,399000,3,2.0,Southern Ridge,2002,7405,2022,190,199,42,Active,,,https://www.redfin.com/ID/Nampa/3499-S-Rosa-Parks-Way-83686/home/178478369,IMLS,98954046,N,Y,43.5353958,-116.5210325
MLS Listing,,Single Family Residential,14731 Wing Spread Dr,Caldwell,ID,83607,399000,3,2.5,Passero Ridge,1763,4399,2025,33,226,83,Active,,,https://www.redfin.com/ID/Caldwell/14731-Wing-Spread-Dr-83607/home/191858399,IMLS,98969710,N,Y,43.596337,-116.687529
MLS Listing,,Single Family Residential,1304 W Hawk Pl,Nampa,ID,83651,399000,4,2.5,Falconridge (Nampa),1614,6664,2004,178,247,17,Active,,,https://www.redfin.com/ID/Nampa/1304-W-Hawk-Pl-83651/home/117210314,IMLS,98955404,N,Y,43.5711452,-116.596931
MLS Listing,,Single Family Residential,1931 W Declan Ct,Meridian,ID,83642,398995,3,2.0,Paloma Ridge,1558,6882,2026,92,256,75,Active,,,https://www.redfin.com/ID/Meridian/1931-W-Declan-CT-83642/home/198645237,IMLS,98964901,N,Y,43.5644359,-116.4034565
New Construction Plan,,Single Family Residential,Plan 1870 Plan,Vx9rzq Meridian,ID,83642,398990,3,2.5,Meridian,1870,,,207,213,,Active,,,https://www.redfin.com/ID/Vx9rzq-Meridian/Meridian/Plan-1870/home/196150649,Zillow,FE7CD07FFAB8,N,Y,43.6118697,-116.4517802
New Construction Plan,,Single Family Residential,Amethyst Plan,Mountain Home,ID,83647,398990,3,2.5,Mountain Home,2270,,,77,176,,Active,,,https://www.redfin.com/ID/Mountain-Home/Mountain-Home/Amethyst/home/195237259,Zillow,79358399E0C0,N,Y,43.114776611328125,-115.69271087646484
MLS Listing,,Single Family Residential,444 S Bobby Way,Kuna,ID,83634,398990,4,2.5,Sera Sole,1762,4878,2025,59,226,55,Active,,,https://www.redfin.com/ID/Kuna/444-S-Bobby-Way-83634/home/197666376,IMLS,98967838,N,Y,43.484541,-116.41527
New Construction Plan,,Single Family Residential,Gemma Plan,Caldwell,ID,83607,397995,3,2.0,Caldwell,1688,,,545,236,,Active,,,https://www.redfin.com/ID/Caldwell/Caldwell/Gemma/home/190763142,Zillow,EDDEFDE995F1,N,Y,43.59467315673828,-116.68604278564453
New Construction Home,,Single Family Residential,4102 S Pumpkin Way,Nampa,ID,83687,397990,3,2.0,Nampa,1408,,2025,27,283,,Active,,,https://www.redfin.com/ID/Nampa/4102-S-Pumpkin-Way-83686/home/196887866,Zillow,3391AF2F5385,N,Y,43.606514,-116.527359
New Construction Plan,,Townhouse,Plan 1660 Plan,Eagle,ID,83616,397900,3,2.5,Eagle,1689,,,92,236,,Active,,,https://www.redfin.com/ID/Eagle/Eagle/Plan-1660/home/198627616,Zillow,F21459461E3A,N,Y,43.6971285,-116.4058901
MLS Listing,,Townhouse,1793 E Boise Ave,Boise,ID,83706,397500,2,1.5,Shiloh Townhous,1304,3920,1980,104,305,,Active,,,https://www.redfin.com/ID/Boise/1793-E-Boise-Ave-83706/home/106757735,IMLS,98963766,N,Y,43.5737658,-116.161128
MLS Listing,,Single Family Residential,10100 Longtail Dr,Nampa,ID,83687,397446,3,2.0,Adams Ridge,1466,6141,2025,78,271,50,Active,,,https://www.redfin.com/ID/Nampa/10100-Longtail-Dr-83687/home/196015928,IMLS,98966161,N,Y,43.63261,-116.603179
MLS Listing,,Single Family Residential,157 E Bay Owl,Kuna,ID,83634,397000,3,2.0,Birds Of Prey,1326,6969,2000,5,299,20,Active,,,https://www.redfin.com/ID/Kuna/157-E-Bay-Owl-Dr-83634/home/106653447,IMLS,98971444,N,Y,43.5061583,-116.4128618
New Construction Plan,,Single Family Residential,Anthem Plan,Saint Meridian,ID,83646,396990,3,2.0,Meridian,1524,,,71,260,,Active,,,https://www.redfin.com/ID/Saint-Meridian/Meridian/Anthem/home/198811321,Zillow,0782299C8D6A,N,Y,43.6563148,-116.4677059
MLS Listing,,Single Family Residential,4408 Belethor Ave,Caldwell,ID,83605,396990,4,2.0,Greenmont,2009,7187,2025,145,198,54,Active,,,https://www.redfin.com/ID/Caldwell/4408-Belethor-AVE-83605/home/197355770,IMLS,98959286,N,Y,43.63230514526367,-116.67639923095703
MLS Listing,,Single Family Residential,5016 E Lentil St,Nampa,ID,83686,395990,3,2.0,Harvest Creek,1408,7535,2025,47,281,50,Active,,,https://www.redfin.com/ID/Nampa/5016-E-Lentil-St-83686/home/196887842,IMLS,98968734,N,Y,43.529315,-116.511515
New Construction Plan,,Single Family Residential,Sawtooth Plan,Saint Nampa,ID,83687,395990,3,2.5,Saint Nampa,2058,,,52,192,,Active,,,https://www.redfin.com/ID/Saint-Nampa/Saint-Nampa/Sawtooth/home/199294667,Zillow,6A68BAD739D0,N,Y,43.62703323364258,-116.6010971069336
MLS Listing,,Single Family Residential,2912 S Harmony Ave,Boise,ID,83706,395000,3,2.0,Bevington,1422,10890,1949,1,278,,Active,,,https://www.redfin.com/ID/Boise/2912-S-Harmony-Ave-83706/home/106740336,IMLS,98971277,N,Y,43.575581,-116.1656695
MLS Listing,,Single Family Residential,823 Royal St,Caldwell,ID,83605,395000,3,2.0,Manchester Park Canyon Co,1588,8712,2005,70,249,17,Active,,,https://www.redfin.com/ID/Caldwell/823-Royal-St-83605/home/117051023,IMLS,98967030,N,Y,43.642589,-116.7073527
MLS Listing,,Single Family Residential,1967 N Fry St,Boise,ID,83704,395000,4,2.0,Oradell Sub,2012,5488,1908,65,196,50,Active,,,https://www.redfin.com/ID/Boise/1967-N-Fry-St-83704/home/199058587,IMLS,98967321,N,Y,43.6225491,-116.264879
MLS Listing,,Single Family Residential,1795 N 7th East,Mountain Home,ID,83647,395000,5,2.0,Bel Air,2528,8276,1965,12,156,,Active,,,https://www.redfin.com/ID/Mountain-Home/1795-N-7th-E-83647/home/165402278,IMLS,98970215,N,Y,43.1504475,-115.6918196
MLS Listing,,Single Family Residential,175 N Orchard Heights Way,Nampa,ID,83651,395000,3,2.0,Orchard Heights,1538,8276,1999,1,257,,Active,,,https://www.redfin.com/ID/Nampa/175-N-Orchard-Heights-Way-83651/home/116988520,IMLS,98971861,N,Y,43.5857221,-116.6025626
MLS Listing,,Single Family Residential,3923 W Tribute St,Meridian,ID,83642,395000,3,2.0,Memory Ranch,1208,5227,2025,1,327,58,Active,,,https://www.redfin.com/ID/Meridian/3923-W-Tribute-St-83642/home/195490017,IMLS,98971832,N,Y,43.542696,-116.442543
MLS Listing,,Single Family Residential,14627 Gresham,Caldwell,ID,83607,395000,3,2.0,Arrowleaf,1574,6882,2022,1,251,35,Active,,,https://www.redfin.com/ID/Caldwell/14627-Gresham-Dr-83607/home/181155383,IMLS,98971850,N,Y,43.6139134,-116.6853975
MLS Listing,,Single Family Residential,341 E Screech Owl,Kuna,ID,83634,395000,3,2.0,December,1597,10018,2001,87,247,13,Active,,,https://www.redfin.com/ID/Kuna/341-E-Screech-Owl-Dr-83634/home/106691450,IMLS,98965298,N,Y,43.50797,-116.410226
MLS Listing,,Single Family Residential,446 Lake Lowell Ave,Nampa,ID,83686,395000,3,2.0,Nampa South (86) - 1260,1583,21867,1947,1,250,,Active,,,https://www.redfin.com/ID/Nampa/446-Lake-Lowell-Ave-83686/home/117969182,IMLS,98971824,N,Y,43.5618179,-116.5800802
MLS Listing,,Single Family Residential,47 S Sweetgrass Ave,Nampa,ID,83651,394990,3,2.0,Clearcreek,1445,6534,2025,87,273,67,Active,,,https://www.redfin.com/ID/Nampa/47-S-Sweetgrass-Ave-83651/home/198733527,IMLS,98965341,N,Y,43.5726362,-116.6125833
MLS Listing,,Single Family Residential,TBD E Misty Falls St Unit Edgewood,Kuna,ID,83634,394990,3,2.0,Ashton Estates,1408,5009,2026,43,281,29,Active,,,https://www.redfin.com/ID/Kuna/TBD-E-Misty-Falls-St-83634/unit-Edgewood/home/199633255,IMLS,98969061,N,Y,43.4981189,-116.3863546
